id,name,supertype,competitive_score,score_category
bwp-BW31,Victory Cup,Trainer,1.2920562767249066e-05,D-Tier
bwp-BW32,Victini,Pokémon,0.2002834528684616,C-Tier
bwp-BW33,Riolu,Pokémon,0.20172367990016937,C-Tier
bwp-BW34,Luxio,Pokémon,0.2656222879886627,C-Tier
bwp-BW35,Meowth,Pokémon,0.2028363049030304,C-Tier
bwp-BW36,Reshiram-EX,Pokémon,0.2985539734363556,C-Tier
bwp-BW37,Kyurem-EX,Pokémon,0.2986599802970886,C-Tier
bwp-BW38,Zekrom-EX,Pokémon,0.2987264096736908,C-Tier
bwp-BW39,Battle City,Trainer,1.2920562767249066e-05,D-Tier
bwp-BW40,Volcarona,Pokémon,0.29886215925216675,C-Tier
bwp-BW41,Thundurus,Pokémon,0.29888656735420227,C-Tier
bwp-BW42,Tornadus,Pokémon,0.29886266589164734,C-Tier
bwp-BW43,Landorus,Pokémon,0.2988600432872772,C-Tier
bwp-BW44,Kyurem,Pokémon,0.29882535338401794,C-Tier
bwp-BW45,Mewtwo-EX,Pokémon,0.29866155982017517,C-Tier
bwp-BW46,Darkrai-EX,Pokémon,0.29866838455200195,C-Tier
bwp-BW47,Rayquaza-EX,Pokémon,0.2986381947994232,C-Tier
bwp-BW48,Altaria,Pokémon,0.23278750479221344,C-Tier
bwp-BW49,Lilligant,Pokémon,0.29885751008987427,C-Tier
bwp-BW51,Crobat,Pokémon,0.298841267824173,C-Tier
bwp-BW52,Lillipup,Pokémon,0.1643156111240387,D-Tier
bwp-BW53,Flygon,Pokémon,0.29875755310058594,C-Tier
bwp-BW54,Pikachu,Pokémon,0.2012452632188797,C-Tier
bwp-BW55,Elgyem,Pokémon,0.1980745643377304,D-Tier
bwp-BW56,Empoleon,Pokémon,0.2987792193889618,C-Tier
bwp-BW57,Haxorus,Pokémon,0.29875755310058594,C-Tier
bwp-BW58,Black Kyurem,Pokémon,0.2987912893295288,C-Tier
bwp-BW59,White Kyurem,Pokémon,0.2987912893295288,C-Tier
bwp-BW60,Keldeo,Pokémon,0.29867562651634216,C-Tier
bwp-BW61,Keldeo-EX,Pokémon,0.2986781895160675,C-Tier
bwp-BW62,Black Kyurem-EX,Pokémon,0.29861941933631897,C-Tier
bwp-BW63,White Kyurem-EX,Pokémon,0.29861941933631897,C-Tier
bwp-BW64,Drifblim,Pokémon,0.29891371726989746,C-Tier
bwp-BW65,Jigglypuff,Pokémon,0.2028363049030304,C-Tier
bwp-BW66,Ninetales,Pokémon,0.2988719046115875,C-Tier
bwp-BW67,Ampharos,Pokémon,0.298808217048645,C-Tier
bwp-BW68,Meloetta,Pokémon,0.2653477191925049,C-Tier
bwp-BW69,Meloetta,Pokémon,0.2654728293418884,C-Tier
bwp-BW70,Virizion,Pokémon,0.2989116907119751,C-Tier
bwp-BW71,Terrakion,Pokémon,0.29877325892448425,C-Tier
bwp-BW72,Cobalion,Pokémon,0.29880860447883606,C-Tier
bwp-BW73,Darkrai,Pokémon,0.29887476563453674,C-Tier
bwp-BW74,Giratina,Pokémon,0.2988046407699585,C-Tier
bwp-BW75,Metagross,Pokémon,0.29883071780204773,C-Tier
bwp-BW76,Electrode,Pokémon,0.29892387986183167,C-Tier
bwp-BW79,Landorus,Pokémon,0.29885831475257874,C-Tier
bwp-BW80,Druddigon,Pokémon,0.29890674352645874,C-Tier
bwp-BW81,Thundurus-EX,Pokémon,0.29888102412223816,C-Tier
bwp-BW82,Deoxys-EX,Pokémon,0.2988108694553375,C-Tier
bwp-BW83,Lugia-EX,Pokémon,0.29870176315307617,C-Tier
bwp-BW84,Porygon-Z,Pokémon,0.2988148331642151,C-Tier
bwp-BW85,Lucario,Pokémon,0.29889780282974243,C-Tier
bwp-BW86,Genesect,Pokémon,0.2989053428173065,C-Tier
bwp-BW87,Leafeon,Pokémon,0.29885751008987427,C-Tier
bwp-BW88,Flareon,Pokémon,0.2988719046115875,C-Tier
bwp-BW89,Vaporeon,Pokémon,0.2988801598548889,C-Tier
bwp-BW90,Glaceon,Pokémon,0.2987716794013977,C-Tier
bwp-BW91,Jolteon,Pokémon,0.29874658584594727,C-Tier
bwp-BW92,Espeon,Pokémon,0.29882341623306274,C-Tier
bwp-BW93,Umbreon,Pokémon,0.2988981008529663,C-Tier
bwp-BW94,Eevee,Pokémon,0.2028363049030304,C-Tier
bwp-BW96,Tornadus-EX,Pokémon,0.29862186312675476,C-Tier
bwp-BW97,Eevee,Pokémon,0.2028363049030304,C-Tier
bwp-BW99,Genesect,Pokémon,0.29887109994888306,C-Tier
cel25-1,Ho-Oh,Pokémon,0.2987818419933319,C-Tier
cel25-10,Zekrom,Pokémon,0.29882484674453735,C-Tier
cel25-11,Mew,Pokémon,0.1980745643377304,D-Tier
cel25-12,Xerneas,Pokémon,0.29883861541748047,C-Tier
cel25-13,Cosmog,Pokémon,0.1980745643377304,D-Tier
cel25-14,Cosmoem,Pokémon,0.29882341623306274,C-Tier
cel25-15,Lunala,Pokémon,0.2987246811389923,C-Tier
cel25-16,Zacian V,Pokémon,0.29870083928108215,C-Tier
cel25-17,Groudon,Pokémon,0.29877325892448425,C-Tier
cel25-18,Zamazenta V,Pokémon,0.298583447933197,C-Tier
cel25-19,Yveltal,Pokémon,0.2988194227218628,C-Tier
cel25-2,Reshiram,Pokémon,0.2987818419933319,C-Tier
cel25-20,Dialga,Pokémon,0.29877161979675293,C-Tier
cel25-21,Solgaleo,Pokémon,0.2986525893211365,C-Tier
cel25-22,Lugia,Pokémon,0.29878532886505127,C-Tier
cel25-23,Professor's Research (Professor Oak),Trainer,1.2920562767249066e-05,D-Tier
cel25-24,Professor's Research (Professor Oak),Trainer,1.2920562767249066e-05,D-Tier
cel25-25,Mew,Pokémon,0.1980745643377304,D-Tier
cel25-3,Kyogre,Pokémon,0.29882535338401794,C-Tier
cel25-4,Palkia,Pokémon,0.29882535338401794,C-Tier
cel25-5,Pikachu,Pokémon,0.2012452632188797,C-Tier
cel25-6,Flying Pikachu V,Pokémon,0.29880407452583313,C-Tier
cel25-7,Flying Pikachu VMAX,Pokémon,0.29887789487838745,C-Tier
cel25-8,Surfing Pikachu V,Pokémon,0.2987951636314392,C-Tier
cel25-9,Surfing Pikachu VMAX,Pokémon,0.29887789487838745,C-Tier
cel25c-107_A,Donphan,Pokémon,0.2988109290599823,C-Tier
cel25c-109_A,Luxray GL LV.X,Pokémon,0.29892778396606445,C-Tier
cel25c-113_A,Reshiram,Pokémon,0.2987818419933319,C-Tier
cel25c-114_A,Zekrom,Pokémon,0.29882484674453735,C-Tier
cel25c-145_A,Garchomp C LV.X,Pokémon,0.29888299107551575,C-Tier
cel25c-15_A1,Venusaur,Pokémon,0.29890865087509155,C-Tier
cel25c-15_A2,Here Comes Team Rocket!,Trainer,0.00026014031027443707,D-Tier
cel25c-15_A3,Rocket's Zapdos,Pokémon,0.2346249520778656,C-Tier
cel25c-15_A4,Claydol,Pokémon,0.26525914669036865,C-Tier
cel25c-17_A,Umbreon ★,Pokémon,0.22934164106845856,C-Tier
cel25c-20_A,Cleffa,Pokémon,0.10122643411159515,D-Tier
cel25c-24_A,_____'s Pikachu,Pokémon,0.166372612118721,D-Tier
cel25c-2_A,Blastoise,Pokémon,0.298908531665802,C-Tier
cel25c-4_A,Charizard,Pokémon,0.2987966239452362,C-Tier
cel25c-54_A,Mewtwo-EX,Pokémon,0.29866155982017517,C-Tier
cel25c-60_A,Tapu Lele-GX,Pokémon,0.2987975776195526,C-Tier
cel25c-66_A,Shining Magikarp,Pokémon,0.09821265190839767,D-Tier
cel25c-73_A,Imposter Professor Oak,Trainer,0.00026014031027443707,D-Tier
cel25c-76_A,M Rayquaza-EX,Pokémon,0.29860788583755493,C-Tier
cel25c-86_A,Rocket's Admin.,Trainer,1.2920562767249066e-05,D-Tier
cel25c-88_A,Mew ex,Pokémon,0.2989121973514557,C-Tier
cel25c-8_A,Dark Gyarados,Pokémon,0.236039936542511,C-Tier
cel25c-93_A,Gardevoir ex δ,Pokémon,0.29870420694351196,C-Tier
cel25c-97_A,Xerneas-EX,Pokémon,0.2985978126525879,C-Tier
cel25c-9_A,Team Magma's Groudon,Pokémon,0.2981646955013275,C-Tier
col1-1,Clefable,Pokémon,0.2652074992656708,C-Tier
col1-10,Houndoom,Pokémon,0.298929363489151,C-Tier
col1-11,Jirachi,Pokémon,0.1980745643377304,D-Tier
col1-12,Kyogre,Pokémon,0.29892465472221375,C-Tier
col1-13,Leafeon,Pokémon,0.29885751008987427,C-Tier
col1-14,Lucario,Pokémon,0.29890960454940796,C-Tier
col1-15,Lugia,Pokémon,0.29892465472221375,C-Tier
col1-16,Magmortar,Pokémon,0.29886215925216675,C-Tier
col1-17,Ninetales,Pokémon,0.2988719046115875,C-Tier
col1-18,Pachirisu,Pokémon,0.2012452632188797,C-Tier
col1-19,Palkia,Pokémon,0.29892465472221375,C-Tier
col1-2,Deoxys,Pokémon,0.2653477191925049,C-Tier
col1-20,Rayquaza,Pokémon,0.29890358448028564,C-Tier
col1-21,Smeargle,Pokémon,0.23339051008224487,C-Tier
col1-22,Umbreon,Pokémon,0.298929363489151,C-Tier
col1-23,Ampharos,Pokémon,0.2988424301147461,C-Tier
col1-24,Cleffa,Pokémon,0.09946496039628983,D-Tier
col1-25,Feraligatr,Pokémon,0.29880547523498535,C-Tier
col1-26,Granbull,Pokémon,0.2989127039909363,C-Tier
col1-27,Meganium,Pokémon,0.2988016903400421,C-Tier
col1-28,Mismagius,Pokémon,0.2654617428779602,C-Tier
col1-29,Mr. Mime,Pokémon,0.23295491933822632,C-Tier
col1-3,Dialga,Pokémon,0.2988922595977783,C-Tier
col1-30,Pidgeot,Pokémon,0.29882189631462097,C-Tier
col1-31,Skarmory,Pokémon,0.26573991775512695,C-Tier
col1-32,Slowking,Pokémon,0.2654617428779602,C-Tier
col1-33,Snorlax,Pokémon,0.29890358448028564,C-Tier
col1-34,Tangrowth,Pokémon,0.29886266589164734,C-Tier
col1-35,Typhlosion,Pokémon,0.29876020550727844,C-Tier
col1-36,Tyrogue,Pokémon,0.09803957492113113,D-Tier
col1-37,Ursaring,Pokémon,0.2988991141319275,C-Tier
col1-38,Weezing,Pokémon,0.29882341623306274,C-Tier
col1-39,Zangoose,Pokémon,0.2652197778224945,C-Tier
col1-4,Espeon,Pokémon,0.29882341623306274,C-Tier
col1-40,Bayleef,Pokémon,0.29885751008987427,C-Tier
col1-41,Croconaw,Pokémon,0.26561346650123596,C-Tier
col1-42,Donphan,Pokémon,0.29889780282974243,C-Tier
col1-43,Flaaffy,Pokémon,0.2656222879886627,C-Tier
col1-44,Flareon,Pokémon,0.2988719046115875,C-Tier
col1-45,Jolteon,Pokémon,0.2656222879886627,C-Tier
col1-46,Magby,Pokémon,0.10236848890781403,D-Tier
col1-47,Mime Jr.,Pokémon,0.09845941513776779,D-Tier
col1-48,Pidgeotto,Pokémon,0.2652074992656708,C-Tier
col1-49,Quilava,Pokémon,0.26494237780570984,C-Tier
col1-5,Forretress,Pokémon,0.2989315688610077,C-Tier
col1-50,Riolu,Pokémon,0.1644739955663681,D-Tier
col1-51,Seviper,Pokémon,0.2988264560699463,C-Tier
col1-52,Vaporeon,Pokémon,0.2987716794013977,C-Tier
col1-53,Chikorita,Pokémon,0.16603584587574005,D-Tier
col1-54,Clefairy,Pokémon,0.1643156111240387,D-Tier
col1-55,Cyndaquil,Pokémon,0.1323024034500122,D-Tier
col1-56,Eevee,Pokémon,0.1643156111240387,D-Tier
col1-57,Hitmonchan,Pokémon,0.23391856253147125,C-Tier
col1-58,Hitmonlee,Pokémon,0.2654728293418884,C-Tier
col1-59,Houndour,Pokémon,0.16816747188568115,D-Tier
col1-6,Groudon,Pokémon,0.29890310764312744,C-Tier
col1-60,Koffing,Pokémon,0.16680438816547394,D-Tier
col1-61,Magikarp,Pokémon,0.09821265190839767,D-Tier
col1-62,Magmar,Pokémon,0.2333805412054062,C-Tier
col1-63,Mareep,Pokémon,0.13147833943367004,D-Tier
col1-64,Mawile,Pokémon,0.20212778449058533,C-Tier
col1-65,Misdreavus,Pokémon,0.1980745643377304,D-Tier
col1-66,Phanpy,Pokémon,0.20172367990016937,C-Tier
col1-67,Pidgey,Pokémon,0.1643156111240387,D-Tier
col1-68,Pineco,Pokémon,0.20111992955207825,C-Tier
col1-69,Relicanth,Pokémon,0.2654031813144684,C-Tier
col1-7,Gyarados,Pokémon,0.29880860447883606,C-Tier
col1-70,Slowpoke,Pokémon,0.1987265944480896,D-Tier
col1-71,Snubbull,Pokémon,0.1643156111240387,D-Tier
col1-72,Tangela,Pokémon,0.232659250497818,C-Tier
col1-73,Teddiursa,Pokémon,0.1643156111240387,D-Tier
col1-74,Totodile,Pokémon,0.1987265944480896,D-Tier
col1-75,Vulpix,Pokémon,0.16511760652065277,D-Tier
col1-76,Cheerleader's Cheer,Trainer,1.2920562767249066e-05,D-Tier
col1-77,Copycat,Trainer,1.2920562767249066e-05,D-Tier
col1-78,Dual Ball,Trainer,1.2920562767249066e-05,D-Tier
col1-79,Interviewer's Questions,Trainer,1.2920562767249066e-05,D-Tier
col1-8,Hitmontop,Pokémon,0.20172367990016937,C-Tier
col1-80,Lost Remover,Trainer,1.2920562767249066e-05,D-Tier
col1-81,Lost World,Trainer,1.2920562767249066e-05,D-Tier
col1-82,Professor Elm's Training Method,Trainer,1.2920562767249066e-05,D-Tier
col1-83,Professor Oak's New Theory,Trainer,1.2920562767249066e-05,D-Tier
col1-84,Research Record,Trainer,1.2920562767249066e-05,D-Tier
col1-85,Sage's Training,Trainer,1.2920562767249066e-05,D-Tier
col1-86,Darkness Energy,Energy,3.3326180966871018e-15,D-Tier
col1-87,Metal Energy,Energy,3.3326180966871018e-15,D-Tier
col1-88,Grass Energy,Energy,2.8594962769162846e-12,D-Tier
col1-89,Fire Energy,Energy,2.8594962769162846e-12,D-Tier
col1-9,Ho-Oh,Pokémon,0.2989030182361603,C-Tier
col1-90,Water Energy,Energy,2.8594962769162846e-12,D-Tier
col1-91,Lightning Energy,Energy,2.8594962769162846e-12,D-Tier
col1-92,Psychic Energy,Energy,2.8594962769162846e-12,D-Tier
col1-93,Fighting Energy,Energy,2.8594962769162846e-12,D-Tier
col1-94,Darkness Energy,Energy,2.8594962769162846e-12,D-Tier
col1-95,Metal Energy,Energy,2.8594962769162846e-12,D-Tier
col1-SL10,Rayquaza,Pokémon,0.29890358448028564,C-Tier
col1-SL11,Suicune,Pokémon,0.29867562651634216,C-Tier
dc1-1,Team Magma's Numel,Pokémon,0.2333805412054062,C-Tier
dc1-10,Team Magma's Baltoy,Pokémon,0.16680438816547394,D-Tier
dc1-11,Team Magma's Claydol,Pokémon,0.29882341623306274,C-Tier
dc1-12,Team Magma's Aron,Pokémon,0.20172367990016937,C-Tier
dc1-13,Team Magma's Lairon,Pokémon,0.29890960454940796,C-Tier
dc1-14,Team Magma's Aggron,Pokémon,0.2987290918827057,C-Tier
dc1-15,Team Magma's Groudon-EX,Pokémon,0.2985231280326843,C-Tier
dc1-16,Team Aqua's Poochyena,Pokémon,0.19976797699928284,D-Tier
dc1-17,Team Magma's Poochyena,Pokémon,0.19976797699928284,D-Tier
dc1-18,Team Aqua's Mightyena,Pokémon,0.2988981008529663,C-Tier
dc1-19,Team Magma's Mightyena,Pokémon,0.2988981008529663,C-Tier
dc1-2,Team Magma's Camerupt,Pokémon,0.29886215925216675,C-Tier
dc1-20,Team Aqua's Carvanha,Pokémon,0.16816747188568115,D-Tier
dc1-21,Team Aqua's Sharpedo,Pokémon,0.298929363489151,C-Tier
dc1-22,Team Magma's Zangoose,Pokémon,0.29889631271362305,C-Tier
dc1-23,Aqua Diffuser,Trainer,1.2920562767249066e-05,D-Tier
dc1-24,Magma Pointer,Trainer,1.2920562767249066e-05,D-Tier
dc1-25,Team Aqua Admin,Trainer,1.2920562767249066e-05,D-Tier
dc1-26,Team Aqua Grunt,Trainer,1.2920562767249066e-05,D-Tier
dc1-27,Team Aqua's Great Ball,Trainer,1.2920562767249066e-05,D-Tier
dc1-28,Team Aqua's Secret Base,Trainer,1.2920562767249066e-05,D-Tier
dc1-29,Team Magma Admin,Trainer,1.2920562767249066e-05,D-Tier
dc1-3,Team Aqua's Spheal,Pokémon,0.1987265944480896,D-Tier
dc1-30,Team Magma Grunt,Trainer,1.2920562767249066e-05,D-Tier
dc1-31,Team Magma's Great Ball,Trainer,1.2920562767249066e-05,D-Tier
dc1-32,Team Magma's Secret Base,Trainer,1.2920562767249066e-05,D-Tier
dc1-33,Double Aqua Energy,Energy,3.3326180966871018e-15,D-Tier
dc1-34,Double Magma Energy,Energy,3.3326180966871018e-15,D-Tier
dc1-4,Team Aqua's Sealeo,Pokémon,0.2987716794013977,C-Tier
dc1-5,Team Aqua's Walrein,Pokémon,0.2987792193889618,C-Tier
dc1-6,Team Aqua's Kyogre-EX,Pokémon,0.29864177107810974,C-Tier
dc1-7,Team Aqua's Grimer,Pokémon,0.23295491933822632,C-Tier
dc1-8,Team Aqua's Muk,Pokémon,0.2988798916339874,C-Tier
dc1-9,Team Aqua's Seviper,Pokémon,0.2988264560699463,C-Tier
det1-1,Bulbasaur,Pokémon,0.20111992955207825,C-Tier
det1-10,Detective Pikachu,Pokémon,0.2987745702266693,C-Tier
det1-11,Mr. Mime,Pokémon,0.2653477191925049,C-Tier
det1-12,Mewtwo,Pokémon,0.29879769682884216,C-Tier
det1-13,Machamp,Pokémon,0.29865965247154236,C-Tier
det1-14,Jigglypuff,Pokémon,0.1963866651058197,D-Tier
det1-15,Snubbull,Pokémon,0.23101690411567688,C-Tier
det1-16,Lickitung,Pokémon,0.29890358448028564,C-Tier
det1-17,Ditto,Pokémon,0.2028363049030304,C-Tier
det1-18,Slaking,Pokémon,0.29862621426582336,C-Tier
det1-2,Ludicolo,Pokémon,0.2987711727619171,C-Tier
det1-3,Morelull,Pokémon,0.16603584587574005,D-Tier
det1-4,Charmander,Pokémon,0.2002834528684616,C-Tier
det1-5,Charizard,Pokémon,0.298596054315567,C-Tier
det1-6,Arcanine,Pokémon,0.29881927371025085,C-Tier
det1-7,Psyduck,Pokémon,0.2654031813144684,C-Tier
det1-8,Magikarp,Pokémon,0.09821265190839767,D-Tier
det1-9,Greninja,Pokémon,0.2987792193889618,C-Tier
dp1-1,Dialga,Pokémon,0.2989344894886017,C-Tier
dp1-10,Mismagius,Pokémon,0.29882341623306274,C-Tier
dp1-100,Sneasel,Pokémon,0.19976797699928284,D-Tier
dp1-101,Starly,Pokémon,0.1643156111240387,D-Tier
dp1-102,Stunky,Pokémon,0.19976797699928284,D-Tier
dp1-103,Turtwig,Pokémon,0.20111992955207825,C-Tier
dp1-104,Wurmple,Pokémon,0.16603584587574005,D-Tier
dp1-105,Double Full Heal,Trainer,1.2920562767249066e-05,D-Tier
dp1-106,Energy Restore,Trainer,1.2920562767249066e-05,D-Tier
dp1-107,Energy Switch,Trainer,1.2920562767249066e-05,D-Tier
dp1-108,Night Pokémon Center,Trainer,1.2920562767249066e-05,D-Tier
dp1-109,PlusPower,Trainer,1.2920562767249066e-05,D-Tier
dp1-11,Palkia,Pokémon,0.29867562651634216,C-Tier
dp1-110,Poké Ball,Trainer,1.2920562767249066e-05,D-Tier
dp1-111,Pokédex HANDY910is,Trainer,1.2920562767249066e-05,D-Tier
dp1-112,Professor Rowan,Trainer,1.2920562767249066e-05,D-Tier
dp1-113,Rival,Trainer,1.2920562767249066e-05,D-Tier
dp1-114,Speed Stadium,Trainer,1.2920562767249066e-05,D-Tier
dp1-115,Super Scoop Up,Trainer,1.2920562767249066e-05,D-Tier
dp1-116,Warp Point,Trainer,1.2920562767249066e-05,D-Tier
dp1-117,Energy Search,Trainer,1.2920562767249066e-05,D-Tier
dp1-118,Potion,Trainer,1.2920562767249066e-05,D-Tier
dp1-119,Switch,Trainer,1.2920562767249066e-05,D-Tier
dp1-12,Rhyperior,Pokémon,0.2987290918827057,C-Tier
dp1-120,Empoleon LV.X,Pokémon,0.29878777265548706,C-Tier
dp1-121,Infernape LV.X,Pokémon,0.2988031208515167,C-Tier
dp1-122,Torterra LV.X,Pokémon,0.29871559143066406,C-Tier
dp1-123,Grass Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-124,Fire Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-125,Water Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-126,Lightning Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-127,Psychic Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-128,Fighting Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-129,Darkness Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-13,Roserade,Pokémon,0.29885751008987427,C-Tier
dp1-130,Metal Energy,Energy,2.8594962769162846e-12,D-Tier
dp1-14,Shiftry,Pokémon,0.2988244295120239,C-Tier
dp1-15,Skuntank,Pokémon,0.298929363489151,C-Tier
dp1-16,Staraptor,Pokémon,0.2988998591899872,C-Tier
dp1-17,Torterra,Pokémon,0.2987711727619171,C-Tier
dp1-18,Azumarill,Pokémon,0.26561346650123596,C-Tier
dp1-19,Beautifly,Pokémon,0.29890865087509155,C-Tier
dp1-2,Dusknoir,Pokémon,0.2988315522670746,C-Tier
dp1-20,Bibarel,Pokémon,0.2988991141319275,C-Tier
dp1-21,Carnivine,Pokémon,0.232659250497818,C-Tier
dp1-22,Clefable,Pokémon,0.2989127039909363,C-Tier
dp1-23,Drapion,Pokémon,0.29891371726989746,C-Tier
dp1-24,Drifblim,Pokémon,0.2654617428779602,C-Tier
dp1-25,Dustox,Pokémon,0.2988327741622925,C-Tier
dp1-26,Floatzel,Pokémon,0.2987716794013977,C-Tier
dp1-27,Gengar,Pokémon,0.29886460304260254,C-Tier
dp1-28,Heracross,Pokémon,0.26557379961013794,C-Tier
dp1-29,Hippowdon,Pokémon,0.29885318875312805,C-Tier
dp1-3,Electivire,Pokémon,0.29892149567604065,C-Tier
dp1-30,Lopunny,Pokémon,0.2652074992656708,C-Tier
dp1-31,Machamp,Pokémon,0.2987719774246216,C-Tier
dp1-32,Medicham,Pokémon,0.29890960454940796,C-Tier
dp1-33,Munchlax,Pokémon,0.2028363049030304,C-Tier
dp1-34,Noctowl,Pokémon,0.2989127039909363,C-Tier
dp1-35,Pachirisu,Pokémon,0.2346249520778656,C-Tier
dp1-36,Purugly,Pokémon,0.2989127039909363,C-Tier
dp1-37,Snorlax,Pokémon,0.29890358448028564,C-Tier
dp1-38,Steelix,Pokémon,0.29884466528892517,C-Tier
dp1-39,Vespiquen,Pokémon,0.2989058196544647,C-Tier
dp1-4,Empoleon,Pokémon,0.29880547523498535,C-Tier
dp1-40,Weavile,Pokémon,0.2655457854270935,C-Tier
dp1-41,Wobbuffet,Pokémon,0.2653477191925049,C-Tier
dp1-42,Wynaut,Pokémon,0.1305444985628128,D-Tier
dp1-43,Budew,Pokémon,0.13022442162036896,D-Tier
dp1-44,Cascoon,Pokémon,0.2656279504299164,C-Tier
dp1-45,Cherrim,Pokémon,0.2656279504299164,C-Tier
dp1-46,Drifloon,Pokémon,0.1980745643377304,D-Tier
dp1-47,Dusclops,Pokémon,0.2654617428779602,C-Tier
dp1-48,Elekid,Pokémon,0.13147833943367004,D-Tier
dp1-49,Grotle,Pokémon,0.29885751008987427,C-Tier
dp1-5,Infernape,Pokémon,0.298877477645874,C-Tier
dp1-50,Haunter,Pokémon,0.23284637928009033,C-Tier
dp1-51,Hippopotas,Pokémon,0.20172367990016937,C-Tier
dp1-52,Luxio,Pokémon,0.2656222879886627,C-Tier
dp1-53,Machoke,Pokémon,0.26525914669036865,C-Tier
dp1-54,Magneton,Pokémon,0.23240771889686584,C-Tier
dp1-55,Mantyke,Pokémon,0.12961402535438538,D-Tier
dp1-56,Monferno,Pokémon,0.23416824638843536,C-Tier
dp1-57,Nuzleaf,Pokémon,0.2655457854270935,C-Tier
dp1-58,Prinplup,Pokémon,0.26561346650123596,C-Tier
dp1-59,Rapidash,Pokémon,0.26494237780570984,C-Tier
dp1-6,Lucario,Pokémon,0.29890960454940796,C-Tier
dp1-60,Rhydon,Pokémon,0.29890960454940796,C-Tier
dp1-61,Riolu,Pokémon,0.20172367990016937,C-Tier
dp1-62,Seaking,Pokémon,0.26561346650123596,C-Tier
dp1-63,Silcoon,Pokémon,0.2656279504299164,C-Tier
dp1-64,Staravia,Pokémon,0.2337770313024521,C-Tier
dp1-65,Unown [A],Pokémon,0.16680438816547394,D-Tier
dp1-66,Unown [B],Pokémon,0.16680438816547394,D-Tier
dp1-67,Unown [C],Pokémon,0.16680438816547394,D-Tier
dp1-68,Unown [D],Pokémon,0.16680438816547394,D-Tier
dp1-69,Azurill,Pokémon,0.1294628381729126,D-Tier
dp1-7,Luxray,Pokémon,0.2988424301147461,C-Tier
dp1-70,Bidoof,Pokémon,0.1643156111240387,D-Tier
dp1-71,Bonsly,Pokémon,0.12858794629573822,D-Tier
dp1-72,Buizel,Pokémon,0.1987265944480896,D-Tier
dp1-73,Buneary,Pokémon,0.1643156111240387,D-Tier
dp1-74,Chatot,Pokémon,0.2028363049030304,C-Tier
dp1-75,Cherubi,Pokémon,0.16603584587574005,D-Tier
dp1-76,Chimchar,Pokémon,0.16511760652065277,D-Tier
dp1-77,Clefairy,Pokémon,0.2028363049030304,C-Tier
dp1-78,Cleffa,Pokémon,0.1294628381729126,D-Tier
dp1-79,Combee,Pokémon,0.16603584587574005,D-Tier
dp1-8,Magnezone,Pokémon,0.2988094091415405,C-Tier
dp1-80,Duskull,Pokémon,0.16680438816547394,D-Tier
dp1-81,Electabuzz,Pokémon,0.2346249520778656,C-Tier
dp1-82,Gastly,Pokémon,0.16680438816547394,D-Tier
dp1-83,Glameow,Pokémon,0.1643156111240387,D-Tier
dp1-84,Goldeen,Pokémon,0.1987265944480896,D-Tier
dp1-85,Hoothoot,Pokémon,0.1643156111240387,D-Tier
dp1-86,Machop,Pokémon,0.20172367990016937,C-Tier
dp1-87,Magnemite,Pokémon,0.1649543046951294,D-Tier
dp1-88,Marill,Pokémon,0.1987265944480896,D-Tier
dp1-89,Meditite,Pokémon,0.1644739955663681,D-Tier
dp1-9,Manaphy,Pokémon,0.23499034345149994,C-Tier
dp1-90,Mime Jr.,Pokémon,0.1305444985628128,D-Tier
dp1-91,Misdreavus,Pokémon,0.1980745643377304,D-Tier
dp1-92,Onix,Pokémon,0.29888781905174255,C-Tier
dp1-93,Piplup,Pokémon,0.1987265944480896,D-Tier
dp1-94,Ponyta,Pokémon,0.2002834528684616,C-Tier
dp1-95,Rhyhorn,Pokémon,0.20172367990016937,C-Tier
dp1-97,Seedot,Pokémon,0.16603584587574005,D-Tier
dp1-98,Shinx,Pokémon,0.2012452632188797,C-Tier
dp1-99,Skorupi,Pokémon,0.1980745643377304,D-Tier
dp2-1,Aggron,Pokémon,0.2987678647041321,C-Tier
dp2-10,Honchkrow,Pokémon,0.298929363489151,C-Tier
dp2-100,Snorunt,Pokémon,0.16480423510074615,D-Tier
dp2-101,Snover,Pokémon,0.20111992955207825,C-Tier
dp2-102,Spheal,Pokémon,0.16480423510074615,D-Tier
dp2-103,Spinarak,Pokémon,0.16603584587574005,D-Tier
dp2-104,Surskit,Pokémon,0.16603584587574005,D-Tier
dp2-105,Teddiursa,Pokémon,0.2028363049030304,C-Tier
dp2-106,Totodile,Pokémon,0.16480423510074615,D-Tier
dp2-107,Vulpix,Pokémon,0.2002834528684616,C-Tier
dp2-108,Zubat,Pokémon,0.16680438816547394,D-Tier
dp2-109,Bebe's Search,Trainer,1.2920562767249066e-05,D-Tier
dp2-11,Lumineon,Pokémon,0.26561346650123596,C-Tier
dp2-110,Dusk Ball,Trainer,1.2920562767249066e-05,D-Tier
